ID,City,Location,Area,Bedrooms,Bathrooms,Floor,YearBuilt,Seller,View,Payment,Finishing,Furnished,Parking,Security,SchoolDist,Color,Price
EG-10973,Cairo,Ain Shams,142.0,3.0,2.0,2.0,2025,Developer,Other,Installments,Unfinished,Furnished,Yes,No,2.57,White,2820000.0
EG-10974,Cairo,Sheikh Zayed,91.0,2.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,2.25,Beige,7311000.0
EG-10975,Cairo,Ain Shams,142.0,3.0,2.0,2.0,2025,Developer,Street,Cash,Unfinished,Unfurnished,Yes,Yes,8.17,Brown,3000000.0
EG-10976,Cairo,New Cairo,105.0,2.0,1.0,1.0,2026,Broker,Pool,Installments,Finished,Furnished,No,Yes,9.26,Beige,7077000.0
EG-10977,Cairo,New Cairo,,2.0,,1.0,2026,Broker,Street,Installments,Finished,Furnished,Yes,No,7.25,White,7077000.0
EG-10978,Cairo,Al-Haram,140.0,3.0,1.0,10.0,2016,Broker,Street,Cash,Finished,Unfurnished,Yes,No,9.02,Off-White,2600000.0
EG-10979,Cairo,Sheikh Zayed,181.0,3.0,3.0,1.0,2025,Broker,Garden,Cash,Unfinished,Unfurnished,No,Yes,2.79,White,8600000.0
EG-10980,Cairo,Madinaty,187.0,4.0,3.0,7.0,2028,Broker,Pool,Installments,Finished,Unfurnished,Yes,Yes,7.25,Grey,10846000.0
EG-10981,Cairo,Heliopolis,105.0,2.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Unfurnished,Yes,No,9.91,Beige,9200000.0
EG-10982,Cairo,Nasr City,200.0,3.0,2.0,2.0,2023,Broker,Other,Cash,Unfinished,Unfurnished,No,Yes,6.55,White,5170000.0
EG-10983,Cairo,Heliopolis,,3.0,1.0,1.0,2026,Broker,Pool,Installments,Finished,Unfurnished,Yes,No,10.22,Brown,8223000.0
EG-10984,Cairo,Maadi,208.0,3.0,3.0,2.0,2025,Broker,Lake,Cash,Unfinished,Unfurnished,No,No,6.82,Brown,6200000.0
EG-10985,Cairo,Heliopolis,169.0,3.0,,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,5.07,White,8788000.0
EG-10986,Cairo,Heliopolis,105.0,2.0,1.0,1.0,2026,Broker,Garden,Installments,Finished,Furnished,Yes,No,4.62,Grey,7077000.0
EG-10987,Cairo,New Cairo,91.0,2.0,1.0,2.0,2026,Broker,Garden,Installments,Finished,Unfurnished,No,No,6.22,Beige,7311000.0
EG-10988,Cairo,Sheikh Zayed,91.0,2.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Unfurnished,Yes,Yes,0.44,Grey,7311000.0
EG-10989,Cairo,Al-Haram,165.0,3.0,2.0,4.0,2024,Broker,Street,Cash,Unfinished,Furnished,Yes,Yes,10.06,Off-White,3000000.0
EG-10990,Cairo,New Cairo,122.0,3.0,1.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,12.69,White,8223000.0
EG-10991,Cairo,Al-Haram,91.0,2.0,1.0,1.0,2026,Broker,Other,Installments,Finished,Unfurnished,Yes,No,5.38,Grey,5286000.0
EG-10992,Cairo,New Cairo,180.0,3.0,3.0,3.0,2025,Broker,Garden,Installments,Unfinished,Unfurnished,No,No,0.79,Off-White,7500000.0
EG-10993,Cairo,Nasr City,140.0,3.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,14.8,Grey,6720000.0
EG-10994,Cairo,Sheikh Zayed,330.0,3.0,3.0,1.0,2020,Broker,Street,Cash,Unfinished,Unfurnished,No,Yes,4.03,Off-White,10000000.0
EG-10995,Cairo,Nasr City,,3.0,1.0,10.0,2016,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,1.99,Brown,2600000.0
EG-10996,Cairo,Madinaty,140.0,3.0,2.0,3.0,2018,Broker,Garden,Cash,Finished,Furnished,No,No,5.61,Brown,8250000.0
EG-10997,Cairo,New Cairo,260.0,4.0,4.0,3.0,2025,Broker,Garden,Installments,Finished,Furnished,Yes,Yes,11.1,White,20500000.0
EG-10998,Cairo,Sheikh Zayed,171.0,3.0,3.0,2.0,2025,Developer,Street,Installments,Finished,Furnished,No,No,4.48,Grey,10800000.0
EG-10999,Cairo,Sheikh Zayed,160.0,3.0,3.0,,2029,Broker,Garden,Installments,Unfinished,Unfurnished,No,Yes,8.66,Brown,7200000.0
EG-11000,Cairo,Shubra,50.0,1.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,6.29,Beige,2750000.0
EG-11001,Cairo,6th of October,95.0,2.0,1.0,2.0,2013,Broker,Street,Cash,Finished,Furnished,No,Yes,1.85,Brown,1850000.0
EG-11002,Cairo,Sheikh Zayed,167.0,3.0,3.0,3.0,2025,Developer,Pool,Installments,Finished,Unfurnished,No,Yes,5.02,Brown,10500000.0
EG-11003,Cairo,Ain Shams,125.0,2.0,2.0,2.0,2024,Broker,Street,Installments,Unfinished,Unfurnished,No,No,10.9,Grey,3770000.0
EG-11004,Cairo,6th of October,131.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,No,9.22,Off-White,6157000.0
EG-11005,Cairo,Nasr City,48.0,1.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,1.88,Beige,3943000.0
EG-11006,Cairo,New Cairo,137.0,3.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,2.53,Beige,10042000.0
EG-11007,Cairo,Al-Haram,47.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,9.65,Off-White,2585000.0
EG-11008,Cairo,Ain Shams,75.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,12.22,Grey,3450000.0
EG-11009,Cairo,Shubra,120.0,,1.0,2.0,2003,Broker,Street,Cash,Finished,Unfurnished,No,No,5.31,Brown,3000000.0
EG-11010,Cairo,Sheikh Zayed,125.0,3.0,1.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,8.97,Off-White,9335000.0
EG-11011,Cairo,Maadi,140.0,3.0,,5.0,2020,Broker,Street,Cash,Finished,Furnished,No,Yes,2.64,Beige,5200000.0
EG-11012,Cairo,Nasr City,99.0,2.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,No,4.74,Beige,4653000.0
EG-11013,Cairo,Al-Haram,80.0,1.0,2.0,3.0,2027,Broker,Street,Installments,Unfinished,Unfurnished,No,No,0.4,Brown,3600000.0
EG-11014,Cairo,Maadi,162.0,3.0,2.0,2.0,2026,Broker,Street,Installments,Unfinished,Unfurnished,No,No,11.55,Brown,5200000.0
EG-11015,Cairo,New Cairo,100.0,2.0,1.0,1.0,2026,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,6.08,White,8054000.0
EG-11016,Cairo,Heliopolis,207.0,3.0,2.0,2.0,2025,Developer,Garden,Installments,Unfinished,Unfurnished,Yes,No,12.26,Off-White,5692000.0
EG-11017,Cairo,Maadi,145.0,,2.0,4.0,2025,Developer,Lake,Installments,Finished,Unfurnished,No,Yes,10.65,Brown,9100000.0
EG-11018,Cairo,Al-Haram,133.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,12.45,White,6251000.0
EG-11019,Cairo,Sheikh Zayed,140.0,2.0,2.0,3.0,2025,Developer,Garden,Installments,Finished,Unfurnished,No,No,4.36,Grey,8800000.0
EG-11020,Cairo,Madinaty,144.0,2.0,3.0,8.0,2025,Broker,Garden,Installments,Finished,Furnished,Yes,No,2.86,Beige,9500000.0
EG-11021,Cairo,6th of October,133.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,14.58,Off-White,6251000.0
EG-11022,Cairo,Al-Haram,67.0,1.0,1.0,2.0,2026,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,10.79,Grey,5224000.0
EG-11023,Cairo,Heliopolis,68.0,1.0,1.0,2.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,12.53,Off-White,5640000.0
EG-11024,Cairo,Heliopolis,100.0,2.0,1.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,0.3,Off-White,8054000.0
EG-11025,Cairo,6th of October,133.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,5.38,Brown,6251000.0
EG-11026,Cairo,Heliopolis,78.0,2.0,1.0,1.0,2023,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,11.17,White,4550000.0
EG-11027,Cairo,Madinaty,157.0,3.0,3.0,8.0,2026,Broker,Garden,Installments,Unfinished,Furnished,Yes,Yes,1.26,Off-White,9342000.0
EG-11028,Cairo,Nasr City,130.0,2.0,3.0,5.0,2020,Broker,Other,Cash,Unfinished,Unfurnished,No,No,8.55,Grey,4559000.0
EG-11029,Cairo,Maadi,133.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,6.49,Off-White,6251000.0
EG-11030,Cairo,Shubra,130.0,3.0,1.0,4.0,2025,Broker,Other,Cash,Finished,Unfurnished,No,Yes,0.36,White,3290000.0
EG-11031,Cairo,Nasr City,170.0,3.0,3.0,1.0,2028,Broker,Other,Installments,Unfinished,Furnished,No,No,3.62,Beige,3267000.0
EG-11032,Cairo,Sheikh Zayed,116.0,2.0,1.0,4.0,2025,Broker,Pool,Installments,Unfinished,Unfurnished,Yes,No,4.34,Off-White,8544000.0
EG-11033,Cairo,Heliopolis,168.0,3.0,3.0,4.0,2024,Broker,Pool,Installments,Unfinished,Unfurnished,Yes,Yes,1.77,Grey,7440000.0
EG-11034,Cairo,Maadi,186.0,3.0,3.0,1.0,2022,Broker,Lake,Cash,Unfinished,Unfurnished,No,Yes,9.51,Beige,5000000.0
EG-11035,Cairo,Al-Haram,115.0,2.0,2.0,0.0,2025,Broker,Street,Installments,Finished,Unfurnished,Yes,No,3.71,Beige,3400000.0
EG-11036,Cairo,Nasr City,131.0,2.0,2.0,3.0,2025,Broker,Other,Cash,Unfinished,Unfurnished,Yes,Yes,4.24,Brown,5170000.0
EG-11037,Cairo,Maadi,170.0,3.0,3.0,1.0,2026,Broker,Lake,Installments,Finished,Unfurnished,No,No,13.48,Brown,13400000.0
EG-11038,Cairo,Ain Shams,37.0,1.0,1.0,1.0,2027,Broker,Other,Installments,Finished,Unfurnished,No,Yes,7.06,Off-White,1913000.0
EG-11039,Cairo,6th of October,140.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,5.94,Grey,6580000.0
EG-11040,Cairo,New Cairo,157.0,3.0,3.0,8.0,2026,Broker,Street,Installments,Unfinished,Unfurnished,No,No,10.89,Brown,9342000.0
EG-11041,Cairo,6th of October,170.0,3.0,3.0,2.0,2024,Broker,Other,Installments,Unfinished,Unfurnished,No,Yes,13.65,White,3262000.0
EG-11042,Cairo,Sheikh Zayed,171.0,3.0,2.0,2.0,2025,Broker,Pool,Cash,Finished,Furnished,No,Yes,0.47,White,7400000.0
EG-11043,Cairo,New Cairo,192.0,3.0,3.0,,2020,Broker,Pool,Cash,Unfinished,Furnished,Yes,Yes,6.78,Beige,20000000.0
EG-11044,Cairo,6th of October,138.0,3.0,2.0,2.0,2028,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,9.2,Beige,4848000.0
EG-11045,Cairo,Heliopolis,99.0,2.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,No,Yes,4.85,Beige,4554000.0
EG-11046,Cairo,Heliopolis,88.0,2.0,1.0,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,11.61,White,5016000.0
EG-11047,Cairo,Shubra,40.0,1.0,1.0,0.0,2020,Developer,Other,Installments,Finished,Unfurnished,No,Yes,14.58,Brown,1344000.0
EG-11048,Cairo,Nasr City,155.0,3.0,2.0,3.0,2024,Developer,Street,Installments,Unfinished,Furnished,Yes,No,14.16,Brown,3150000.0
EG-11049,Cairo,Nasr City,190.0,3.0,2.0,7.0,1990,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,4.06,Off-White,5500000.0
EG-11050,Cairo,Maadi,48.0,1.0,1.0,2.0,2020,Broker,Street,Cash,Finished,Unfurnished,No,No,3.47,Grey,6500000.0
EG-11051,Cairo,Ain Shams,53.0,1.0,,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,14.37,White,3021000.0
EG-11052,Cairo,6th of October,55.0,1.0,1.0,2.0,2026,Broker,Other,Installments,Finished,Unfurnished,Yes,No,6.93,Beige,4288000.0
EG-11053,Cairo,Nasr City,100.0,2.0,1.0,3.0,2023,Broker,Street,Cash,Finished,Furnished,No,No,3.2,Grey,4350000.0
EG-11054,Cairo,Heliopolis,217.0,2.0,,9.0,2028,Broker,Garden,Installments,Finished,Furnished,Yes,No,10.63,Beige,36000000.0
EG-11055,Cairo,Al-Haram,64.0,1.0,1.0,2.0,2026,Broker,Street,Installments,Finished,Furnished,No,No,4.34,Grey,5308000.0
EG-11056,Cairo,Nasr City,108.0,,1.0,4.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,4.08,Grey,6156000.0
EG-11057,Cairo,Nasr City,67.0,1.0,1.0,2.0,2026,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,13.2,Brown,5557000.0
EG-11058,Cairo,Nasr City,98.0,2.0,1.0,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,2.52,Off-White,4900000.0
EG-11059,Cairo,Al-Haram,58.0,1.0,1.0,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,1.06,Off-White,3306000.0
EG-11060,Cairo,Maadi,188.0,3.0,2.0,3.0,2025,Broker,Lake,Cash,Finished,Unfurnished,Yes,Yes,4.11,Beige,15000000.0
EG-11061,Cairo,Ain Shams,100.0,2.0,2.0,0.0,2023,Broker,Street,Cash,Finished,Unfurnished,Yes,No,9.14,White,2400000.0
EG-11062,Cairo,Al-Haram,53.0,1.0,1.0,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,1.93,Off-White,3021000.0
EG-11063,Cairo,Maadi,83.0,2.0,1.0,1.0,2025,Developer,Pool,Installments,Finished,Unfurnished,No,Yes,7.13,White,5810000.0
EG-11064,Cairo,Maadi,55.0,1.0,1.0,2.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,Yes,9.45,Beige,4562000.0
EG-11065,Cairo,6th of October,98.0,2.0,1.0,3.0,2027,Broker,Other,Installments,Finished,Furnished,Yes,No,12.75,White,4514000.0
EG-11066,Cairo,Al-Haram,55.0,1.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Furnished,No,Yes,3.53,Grey,4562000.0
EG-11067,Cairo,Heliopolis,67.0,1.0,1.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,No,No,12.28,Grey,4275000.0
EG-11068,Cairo,Maadi,97.0,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Furnished,No,Yes,3.6,Beige,7107000.0
EG-11069,Cairo,Al-Haram,135.0,3.0,2.0,9.0,2025,Broker,Street,Cash,Finished,Unfurnished,No,No,10.18,White,3150000.0
EG-11070,Cairo,6th of October,85.0,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,Yes,6.52,White,6342000.0
EG-11071,Cairo,Heliopolis,88.0,2.0,1.0,3.0,2027,Broker,Garden,Installments,Finished,Unfurnished,No,Yes,1.81,Beige,4928000.0
EG-11072,Cairo,New Cairo,203.0,4.0,3.0,3.0,2025,Developer,Pool,Installments,Finished,Furnished,Yes,No,10.74,Off-White,10150000.0
EG-11073,Cairo,Shubra,120.0,3.0,1.0,7.0,1997,Private Owner,Street,Cash,Finished,Unfurnished,No,Yes,3.34,Brown,1650000.0
EG-11074,Cairo,Maadi,108.0,2.0,1.0,3.0,2027,Broker,Garden,Installments,Finished,Unfurnished,No,Yes,2.73,Off-White,6048000.0
EG-11075,Cairo,Nasr City,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,Yes,5.44,Brown,3945000.0
EG-11076,Cairo,Sheikh Zayed,89.0,2.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Unfurnished,No,No,9.83,White,7798000.0
EG-11077,Cairo,6th of October,53.0,1.0,1.0,3.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,3.59,Brown,2968000.0
EG-11078,Cairo,Al-Haram,95.0,3.0,1.0,7.0,2015,Private Owner,Street,Cash,Finished,Unfurnished,No,No,2.84,Brown,2090000.0
EG-11079,Cairo,Sheikh Zayed,534.0,7.0,6.0,1.0,2020,Broker,Garden,Cash,Finished,Unfurnished,Yes,Yes,0.25,White,51000000.0
EG-11080,Cairo,Maadi,167.0,3.0,2.0,3.0,2020,Broker,Garden,Cash,Unfinished,Unfurnished,No,Yes,7.13,Grey,4300000.0
EG-11081,Cairo,Al-Haram,108.0,2.0,1.0,2.0,2027,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,6.49,Brown,5584000.0
EG-11082,Cairo,Heliopolis,,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Furnished,No,No,3.58,Beige,7107000.0
EG-11083,Cairo,Al-Haram,175.0,,3.0,4.0,2025,Developer,Street,Installments,Unfinished,Unfurnished,No,Yes,0.9,Off-White,5550000.0
EG-11084,Cairo,Maadi,195.0,4.0,3.0,1.0,2025,Developer,Street,Installments,Unfinished,Furnished,No,No,6.5,White,10472000.0
EG-11085,Cairo,Nasr City,53.0,1.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,11.84,White,2915000.0
EG-11086,Cairo,Nasr City,88.0,2.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,10.76,Brown,4840000.0
EG-11087,Cairo,6th of October,130.0,3.0,1.0,4.0,2022,Broker,Street,Cash,Finished,Unfurnished,No,Yes,12.93,Grey,3500000.0
EG-11088,Cairo,Ain Shams,80.0,2.0,1.0,3.0,2000,Private Owner,Street,Cash,Finished,Unfurnished,Yes,Yes,0.24,Grey,2200000.0
EG-11089,Cairo,Maadi,260.0,4.0,3.0,0.0,2018,Private Owner,Lake,Cash,Unfinished,Unfurnished,Yes,No,14.5,Off-White,7400000.0
EG-11090,Cairo,Shubra,58.0,1.0,1.0,3.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,5.19,Off-White,3248000.0
EG-11091,Cairo,Ain Shams,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,Yes,Yes,14.86,Grey,3880000.0
EG-11092,Cairo,Shubra,51.0,1.0,1.0,1.0,2025,Developer,Street,Installments,Finished,Furnished,Yes,Yes,3.86,Grey,2550000.0
EG-11093,Cairo,New Cairo,100.0,2.0,2.0,1.0,2023,Developer,Garden,Cash,Finished,Unfurnished,No,Yes,7.13,Grey,7000000.0
EG-11094,Cairo,6th of October,145.0,2.0,1.0,4.0,1999,Broker,Street,Cash,Finished,Unfurnished,No,Yes,5.37,Brown,3000000.0
EG-11095,Cairo,New Cairo,200.0,3.0,3.0,,2000,Private Owner,Garden,Cash,Finished,Unfurnished,No,No,5.4,Beige,13000000.0
EG-11096,Cairo,6th of October,67.0,1.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,Yes,12.65,Off-White,5383000.0
EG-11097,Cairo,New Cairo,91.0,2.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Furnished,No,Yes,11.22,White,7973000.0
EG-11098,Cairo,Sheikh Zayed,310.0,4.0,4.0,1.0,1990,Broker,Garden,Cash,Finished,Unfurnished,Yes,No,14.88,Grey,12400000.0
EG-11099,Cairo,Maadi,192.0,4.0,4.0,2.0,2020,Broker,Street,Cash,Unfinished,Unfurnished,No,No,9.24,Grey,20000000.0
EG-11100,Cairo,Shubra,81.0,2.0,1.0,0.0,2025,Developer,Other,Cash,Finished,Furnished,Yes,Yes,7.0,Beige,1758000.0
EG-11101,Cairo,Sheikh Zayed,137.0,2.0,2.0,3.0,2028,Broker,Garden,Installments,Unfinished,Unfurnished,Yes,No,1.44,Grey,9453000.0
EG-11102,Cairo,Maadi,76.0,1.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Unfurnished,Yes,No,14.95,Off-White,6659000.0
EG-11103,Cairo,6th of October,53.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,No,Yes,8.32,Grey,2862000.0
EG-11104,Cairo,6th of October,74.0,,1.0,,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,10.54,Beige,6484000.0
EG-11105,Cairo,Ain Shams,58.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,6.16,Brown,3132000.0
EG-11106,Cairo,Sheikh Zayed,91.0,,1.0,2.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,8.26,Off-White,7973000.0
EG-11107,Cairo,Maadi,108.0,2.0,1.0,,2027,Broker,Lake,Installments,Finished,Unfurnished,No,Yes,14.14,Brown,5832000.0
EG-11108,Cairo,New Cairo,88.0,2.0,1.0,2.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,No,2.58,White,7711000.0
EG-11109,Cairo,Nasr City,58.0,1.0,1.0,2.0,2027,Broker,Other,Installments,Finished,Unfurnished,No,No,4.46,Beige,2999000.0
EG-11110,Cairo,Shubra,53.0,1.0,1.0,2.0,2027,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,2.37,White,2740000.0
EG-11111,Cairo,Maadi,88.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,11.9,White,4752000.0
EG-11112,Cairo,Ain Shams,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,1.02,White,3869000.0
EG-11113,Cairo,Al-Haram,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,Yes,Yes,1.32,White,3810000.0
EG-11114,Cairo,Nasr City,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,No,4.55,Beige,3715000.0
EG-11115,Cairo,Ain Shams,140.0,3.0,2.0,4.0,2022,Broker,Other,Cash,Finished,Furnished,No,Yes,7.76,Brown,2632000.0
EG-11116,Cairo,Al-Haram,53.0,1.0,1.0,1.0,2027,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,6.15,Grey,2690000.0
EG-11117,Cairo,Heliopolis,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,Yes,0.77,White,4100000.0
EG-11118,Cairo,New Cairo,240.0,3.0,2.0,5.0,2019,Broker,Garden,Cash,Finished,Unfurnished,No,No,14.37,Grey,12500000.0
EG-11119,Cairo,Heliopolis,245.0,3.0,2.0,1.0,2010,Broker,Pool,Cash,Finished,Unfurnished,Yes,No,14.3,Grey,7200000.0
EG-11120,Cairo,New Cairo,232.0,4.0,4.0,4.0,2020,Broker,Garden,Cash,Finished,Unfurnished,No,Yes,4.26,White,31000000.0
EG-11121,Cairo,Nasr City,93.0,2.0,1.0,1.0,2026,Broker,Other,Installments,Finished,Unfurnished,No,Yes,11.0,Off-White,6239000.0
EG-11122,Cairo,Al-Haram,166.0,3.0,3.0,,2025,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,8.72,Grey,5980000.0
EG-11123,Cairo,6th of October,100.0,2.0,1.0,2.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,No,3.64,Off-White,4500000.0
EG-11124,Cairo,Nasr City,190.0,3.0,3.0,3.0,2025,Developer,Street,Installments,Unfinished,Unfurnished,No,Yes,4.01,Brown,4560000.0
EG-11125,Cairo,Heliopolis,102.0,2.0,1.0,1.0,2026,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,7.42,Grey,7194000.0
EG-11126,Cairo,Maadi,180.0,3.0,3.0,3.0,2025,Developer,Garden,Cash,Unfinished,Unfurnished,Yes,Yes,6.35,Beige,7350000.0
EG-11127,Cairo,6th of October,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,4.44,Brown,3970000.0
EG-11128,Cairo,Maadi,185.0,2.0,3.0,0.0,2023,Broker,Pool,Cash,Finished,Furnished,Yes,Yes,12.13,Brown,6200000.0
EG-11129,Cairo,6th of October,68.0,1.0,1.0,2.0,2026,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,7.27,Off-White,5135000.0
EG-11130,Cairo,6th of October,270.0,3.0,2.0,0.0,2024,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,9.86,White,5700000.0
EG-11131,Cairo,Maadi,245.0,3.0,2.0,2.0,2020,Broker,Lake,Cash,Unfinished,Unfurnished,Yes,Yes,2.92,Beige,6000000.0
EG-11132,Cairo,Heliopolis,141.0,3.0,2.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,8.05,Beige,12103000.0
EG-11133,Cairo,Ain Shams,120.0,3.0,1.0,11.0,2013,Broker,Other,Cash,Finished,Furnished,No,Yes,4.84,Off-White,1316000.0
EG-11134,Cairo,6th of October,120.0,3.0,2.0,8.0,2025,Broker,Street,Installments,Unfinished,Furnished,Yes,No,7.94,Off-White,1100000.0
EG-11135,Cairo,Maadi,,3.0,,6.0,2025,Broker,Garden,Cash,Finished,Furnished,Yes,Yes,11.73,Brown,6500000.0
EG-11136,Cairo,Shubra,180.0,3.0,3.0,1.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,11.56,Off-White,2000000.0
EG-11137,Cairo,Shubra,150.0,3.0,2.0,5.0,2000,Developer,Other,Cash,Finished,Furnished,Yes,No,5.38,White,3384000.0
EG-11138,Cairo,Al-Haram,128.0,2.0,2.0,2.0,2026,Broker,Street,Installments,Unfinished,Unfurnished,Yes,No,10.44,Brown,4716000.0
EG-11139,Cairo,Heliopolis,235.0,3.0,3.0,2.0,2026,Broker,Pool,Installments,Unfinished,Unfurnished,Yes,Yes,14.13,Brown,9500000.0
EG-11140,Cairo,Al-Haram,180.0,3.0,3.0,3.0,2004,Developer,Street,Cash,Finished,Unfurnished,Yes,Yes,9.42,Brown,5500000.0
EG-11141,Cairo,Al-Haram,165.0,3.0,2.0,7.0,1978,Developer,Other,Cash,Finished,Unfurnished,Yes,No,2.31,Beige,5452000.0
EG-11142,Cairo,Al-Haram,100.0,2.0,1.0,5.0,2005,Developer,Street,Cash,Finished,Unfurnished,No,Yes,10.23,Beige,2300000.0
EG-11143,Cairo,Ain Shams,64.0,1.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,Yes,No,1.66,Brown,2944000.0
EG-11144,Cairo,Al-Haram,180.0,3.0,3.0,1.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,No,13.09,White,2000000.0
EG-11145,Cairo,New Cairo,250.0,3.0,2.0,7.0,1993,Broker,Pool,Cash,Finished,Unfurnished,Yes,Yes,7.8,Grey,11000000.0
EG-11146,Cairo,Sheikh Zayed,96.0,1.0,1.0,4.0,2025,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,5.84,Brown,8287000.0
EG-11147,Cairo,New Cairo,140.0,3.0,2.0,3.0,2027,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,0.95,Off-White,11429000.0
EG-11148,Cairo,Ain Shams,40.0,1.0,1.0,0.0,2025,Developer,Street,Cash,Finished,Unfurnished,Yes,No,5.77,Grey,1430000.0
EG-11149,Cairo,Maadi,134.0,3.0,2.0,2.0,2025,Broker,Pool,Cash,Finished,Unfurnished,Yes,No,13.56,Beige,7700000.0
