ID,City,Location,Area,Bedrooms,Bathrooms,Floor,YearBuilt,Seller,View,Payment,Finishing,Furnished,Parking,Security,SchoolDist,Color,Price
EG-10994,Cairo,Sheikh Zayed,330.0,3.0,3.0,1.0,2020,Broker,Street,Cash,Unfinished,Unfurnished,No,Yes,4.03,Off-White,9240000.0
EG-10995,Cairo,Nasr City,,3.0,1.0,10.0,2016,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,1.99,Brown,2667000.0
EG-10996,Cairo,Madinaty,140.0,3.0,2.0,3.0,2018,Broker,Garden,Cash,Finished,Furnished,No,No,5.61,Brown,8967000.0
EG-10997,Cairo,New Cairo,260.0,4.0,4.0,3.0,2025,Broker,Garden,Installments,Finished,Furnished,Yes,Yes,11.1,White,23069000.0
EG-10998,Cairo,Sheikh Zayed,171.0,3.0,3.0,2.0,2025,Developer,Street,Installments,Finished,Furnished,No,No,4.48,Grey,10801000.0
EG-10999,Cairo,Sheikh Zayed,160.0,3.0,3.0,,2029,Broker,Garden,Installments,Unfinished,Unfurnished,No,Yes,8.66,Brown,6878000.0
EG-11000,Cairo,Shubra,50.0,1.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,6.29,Beige,2919000.0
EG-11001,Cairo,6th of October,95.0,2.0,1.0,2.0,2013,Broker,Street,Cash,Finished,Furnished,No,Yes,1.85,Brown,1954000.0
EG-11002,Cairo,Sheikh Zayed,167.0,3.0,3.0,3.0,2025,Developer,Pool,Installments,Finished,Unfurnished,No,Yes,5.02,Brown,10807000.0
EG-11003,Cairo,Ain Shams,125.0,2.0,2.0,2.0,2024,Broker,Street,Installments,Unfinished,Unfurnished,No,No,10.9,Grey,3298000.0
EG-11004,Cairo,6th of October,131.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,No,9.22,Off-White,5802000.0
EG-11005,Cairo,Nasr City,48.0,1.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,1.88,Beige,3716000.0
EG-11006,Cairo,New Cairo,137.0,3.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,2.53,Beige,9464000.0
EG-11007,Cairo,Al-Haram,47.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,9.65,Off-White,2510000.0
EG-11008,Cairo,Ain Shams,75.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,12.22,Grey,3350000.0
EG-11009,Cairo,Shubra,120.0,,1.0,2.0,2003,Broker,Street,Cash,Finished,Unfurnished,No,No,5.31,Brown,2899000.0
EG-11010,Cairo,Sheikh Zayed,125.0,3.0,1.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,8.97,Off-White,9899000.0
EG-11011,Cairo,Maadi,140.0,3.0,,5.0,2020,Broker,Street,Cash,Finished,Furnished,No,Yes,2.64,Beige,5493000.0
EG-11012,Cairo,Nasr City,99.0,2.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,No,4.74,Beige,4385000.0
EG-11013,Cairo,Al-Haram,80.0,1.0,2.0,3.0,2027,Broker,Street,Installments,Unfinished,Unfurnished,No,No,0.4,Brown,3149000.0
EG-11014,Cairo,Maadi,162.0,3.0,2.0,2.0,2026,Broker,Street,Installments,Unfinished,Unfurnished,No,No,11.55,Brown,4549000.0
EG-11015,Cairo,New Cairo,100.0,2.0,1.0,1.0,2026,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,6.08,White,8289000.0
EG-11016,Cairo,Heliopolis,207.0,3.0,2.0,2.0,2025,Developer,Garden,Installments,Unfinished,Unfurnished,Yes,No,12.26,Off-White,5438000.0
EG-11017,Cairo,Maadi,145.0,,2.0,4.0,2025,Developer,Lake,Installments,Finished,Unfurnished,No,Yes,10.65,Brown,9454000.0
EG-11018,Cairo,Al-Haram,133.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,12.45,White,6636000.0
EG-11019,Cairo,Sheikh Zayed,140.0,2.0,2.0,3.0,2025,Developer,Garden,Installments,Finished,Unfurnished,No,No,4.36,Grey,8791000.0
EG-11020,Cairo,Madinaty,144.0,2.0,3.0,8.0,2025,Broker,Garden,Installments,Finished,Furnished,Yes,No,2.86,Beige,10376000.0
EG-11021,Cairo,6th of October,133.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,14.58,Off-White,6069000.0
EG-11022,Cairo,Al-Haram,67.0,1.0,1.0,2.0,2026,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,10.79,Grey,5095000.0
EG-11023,Cairo,Heliopolis,68.0,1.0,1.0,2.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,12.53,Off-White,5981000.0
EG-11024,Cairo,Heliopolis,100.0,2.0,1.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,0.3,Off-White,8540000.0
EG-11025,Cairo,6th of October,133.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,5.38,Brown,6636000.0
EG-11026,Cairo,Heliopolis,78.0,2.0,1.0,1.0,2023,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,11.17,White,4825000.0
EG-11027,Cairo,Madinaty,157.0,3.0,3.0,8.0,2026,Broker,Garden,Installments,Unfinished,Furnished,Yes,Yes,1.26,Off-White,9758000.0
EG-11028,Cairo,Nasr City,130.0,2.0,3.0,5.0,2020,Broker,Other,Cash,Unfinished,Unfurnished,No,No,8.55,Grey,3987000.0
EG-11029,Cairo,Maadi,133.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,6.49,Off-White,6253000.0
EG-11030,Cairo,Shubra,130.0,3.0,1.0,4.0,2025,Broker,Other,Cash,Finished,Unfurnished,No,Yes,0.36,White,3193000.0
EG-11031,Cairo,Nasr City,170.0,3.0,3.0,1.0,2028,Broker,Other,Installments,Unfinished,Furnished,No,No,3.62,Beige,2957000.0
EG-11032,Cairo,Sheikh Zayed,116.0,2.0,1.0,4.0,2025,Broker,Pool,Installments,Unfinished,Unfurnished,Yes,No,4.34,Off-White,8162000.0
EG-11033,Cairo,Heliopolis,168.0,3.0,3.0,4.0,2024,Broker,Pool,Installments,Unfinished,Unfurnished,Yes,Yes,1.77,Grey,7323000.0
EG-11034,Cairo,Maadi,186.0,3.0,3.0,1.0,2022,Broker,Lake,Cash,Unfinished,Unfurnished,No,Yes,9.51,Beige,4944000.0
EG-11035,Cairo,Al-Haram,115.0,2.0,2.0,0.0,2025,Broker,Street,Installments,Finished,Unfurnished,Yes,No,3.71,Beige,3301000.0
EG-11036,Cairo,Nasr City,131.0,2.0,2.0,3.0,2025,Broker,Other,Cash,Unfinished,Unfurnished,Yes,Yes,4.24,Brown,4799000.0
EG-11037,Cairo,Maadi,170.0,3.0,3.0,1.0,2026,Broker,Lake,Installments,Finished,Unfurnished,No,No,13.48,Brown,13512000.0
EG-11038,Cairo,Ain Shams,37.0,1.0,1.0,1.0,2027,Broker,Other,Installments,Finished,Unfurnished,No,Yes,7.06,Off-White,1811000.0
EG-11039,Cairo,6th of October,140.0,3.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,5.94,Grey,6389000.0
EG-11040,Cairo,New Cairo,157.0,3.0,3.0,8.0,2026,Broker,Street,Installments,Unfinished,Unfurnished,No,No,10.89,Brown,8172000.0
EG-11041,Cairo,6th of October,170.0,3.0,3.0,2.0,2024,Broker,Other,Installments,Unfinished,Unfurnished,No,Yes,13.65,White,2866000.0
EG-11042,Cairo,Sheikh Zayed,171.0,3.0,2.0,2.0,2025,Broker,Pool,Cash,Finished,Furnished,No,Yes,0.47,White,8287000.0
EG-11043,Cairo,New Cairo,192.0,3.0,3.0,,2020,Broker,Pool,Cash,Unfinished,Furnished,Yes,Yes,6.78,Beige,21419000.0
EG-11044,Cairo,6th of October,138.0,3.0,2.0,2.0,2028,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,9.2,Beige,4777000.0
EG-11045,Cairo,Heliopolis,99.0,2.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,No,Yes,4.85,Beige,4692000.0
EG-11046,Cairo,Heliopolis,88.0,2.0,1.0,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,11.61,White,5018000.0
EG-11047,Cairo,Shubra,40.0,1.0,1.0,0.0,2020,Developer,Other,Installments,Finished,Unfurnished,No,Yes,14.58,Brown,1272000.0
EG-11048,Cairo,Nasr City,155.0,3.0,2.0,3.0,2024,Developer,Street,Installments,Unfinished,Furnished,Yes,No,14.16,Brown,3013000.0
EG-11049,Cairo,Nasr City,190.0,3.0,2.0,7.0,1990,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,4.06,Off-White,5641000.0
EG-11050,Cairo,Maadi,48.0,1.0,1.0,2.0,2020,Broker,Street,Cash,Finished,Unfurnished,No,No,3.47,Grey,6280000.0
EG-11051,Cairo,Ain Shams,53.0,1.0,,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,14.37,White,2933000.0
EG-11052,Cairo,6th of October,55.0,1.0,1.0,2.0,2026,Broker,Other,Installments,Finished,Unfurnished,Yes,No,6.93,Beige,4059000.0
EG-11053,Cairo,Nasr City,100.0,2.0,1.0,3.0,2023,Broker,Street,Cash,Finished,Furnished,No,No,3.2,Grey,4460000.0
EG-11054,Cairo,Heliopolis,217.0,2.0,,9.0,2028,Broker,Garden,Installments,Finished,Furnished,Yes,No,10.63,Beige,39320000.0
EG-11055,Cairo,Al-Haram,64.0,1.0,1.0,2.0,2026,Broker,Street,Installments,Finished,Furnished,No,No,4.34,Grey,5309000.0
EG-11056,Cairo,Nasr City,108.0,,1.0,4.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,4.08,Grey,6535000.0
EG-11057,Cairo,Nasr City,67.0,1.0,1.0,2.0,2026,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,13.2,Brown,5559000.0
EG-11058,Cairo,Nasr City,98.0,2.0,1.0,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,2.52,Off-White,4902000.0
EG-11059,Cairo,Al-Haram,58.0,1.0,1.0,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,1.06,Off-White,3210000.0
EG-11060,Cairo,Maadi,188.0,3.0,2.0,3.0,2025,Broker,Lake,Cash,Finished,Unfurnished,Yes,Yes,4.11,Beige,16462000.0
EG-11061,Cairo,Ain Shams,100.0,2.0,2.0,0.0,2023,Broker,Street,Cash,Finished,Unfurnished,Yes,No,9.14,White,2389000.0
EG-11062,Cairo,Al-Haram,53.0,1.0,1.0,4.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,1.93,Off-White,2933000.0
EG-11063,Cairo,Maadi,83.0,2.0,1.0,1.0,2025,Developer,Pool,Installments,Finished,Unfurnished,No,Yes,7.13,White,5980000.0
EG-11064,Cairo,Maadi,55.0,1.0,1.0,2.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,Yes,9.45,Beige,4430000.0
EG-11065,Cairo,6th of October,98.0,2.0,1.0,3.0,2027,Broker,Other,Installments,Finished,Furnished,Yes,No,12.75,White,4535000.0
EG-11066,Cairo,Al-Haram,55.0,1.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Furnished,No,Yes,3.53,Grey,4701000.0
EG-11067,Cairo,Heliopolis,67.0,1.0,1.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,No,No,12.28,Grey,4270000.0
EG-11068,Cairo,Maadi,97.0,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Furnished,No,Yes,3.6,Beige,7323000.0
EG-11069,Cairo,Al-Haram,135.0,3.0,2.0,9.0,2025,Broker,Street,Cash,Finished,Unfurnished,No,No,10.18,White,3044000.0
EG-11070,Cairo,6th of October,85.0,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,Yes,6.52,White,6158000.0
EG-11071,Cairo,Heliopolis,88.0,2.0,1.0,3.0,2027,Broker,Garden,Installments,Finished,Unfurnished,No,Yes,1.81,Beige,5072000.0
EG-11072,Cairo,New Cairo,203.0,4.0,3.0,3.0,2025,Developer,Pool,Installments,Finished,Furnished,Yes,No,10.74,Off-White,11086000.0
EG-11073,Cairo,Shubra,120.0,3.0,1.0,7.0,1997,Private Owner,Street,Cash,Finished,Unfurnished,No,Yes,3.34,Brown,1643000.0
EG-11074,Cairo,Maadi,108.0,2.0,1.0,3.0,2027,Broker,Garden,Installments,Finished,Unfurnished,No,Yes,2.73,Off-White,6225000.0
EG-11075,Cairo,Nasr City,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,Yes,5.44,Brown,3556000.0
EG-11076,Cairo,Sheikh Zayed,89.0,2.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Unfurnished,No,No,9.83,White,7790000.0
EG-11077,Cairo,6th of October,53.0,1.0,1.0,3.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,3.59,Brown,2882000.0
EG-11078,Cairo,Al-Haram,95.0,3.0,1.0,7.0,2015,Private Owner,Street,Cash,Finished,Unfurnished,No,No,2.84,Brown,2019000.0
EG-11079,Cairo,Sheikh Zayed,534.0,7.0,6.0,1.0,2020,Broker,Garden,Cash,Finished,Unfurnished,Yes,Yes,0.25,White,55446000.0
EG-11080,Cairo,Maadi,167.0,3.0,2.0,3.0,2020,Broker,Garden,Cash,Unfinished,Unfurnished,No,Yes,7.13,Grey,4212000.0
EG-11081,Cairo,Al-Haram,108.0,2.0,1.0,2.0,2027,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,6.49,Brown,5446000.0
EG-11082,Cairo,Heliopolis,,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Furnished,No,No,3.58,Beige,7108000.0
EG-11083,Cairo,Al-Haram,175.0,,3.0,4.0,2025,Developer,Street,Installments,Unfinished,Unfurnished,No,Yes,0.9,Off-White,5002000.0
EG-11084,Cairo,Maadi,195.0,4.0,3.0,1.0,2025,Developer,Street,Installments,Unfinished,Furnished,No,No,6.5,White,9721000.0
EG-11085,Cairo,Nasr City,53.0,1.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,11.84,White,2916000.0
EG-11086,Cairo,Nasr City,88.0,2.0,1.0,2.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,10.76,Brown,5138000.0
EG-11087,Cairo,6th of October,130.0,3.0,1.0,4.0,2022,Broker,Street,Cash,Finished,Unfurnished,No,Yes,12.93,Grey,3484000.0
EG-11088,Cairo,Ain Shams,80.0,2.0,1.0,3.0,2000,Private Owner,Street,Cash,Finished,Unfurnished,Yes,Yes,0.24,Grey,2256000.0
EG-11089,Cairo,Maadi,260.0,4.0,3.0,0.0,2018,Private Owner,Lake,Cash,Unfinished,Unfurnished,Yes,No,14.5,Off-White,7316000.0
EG-11090,Cairo,Shubra,58.0,1.0,1.0,3.0,2027,Broker,Street,Installments,Finished,Unfurnished,No,Yes,5.19,Off-White,3154000.0
EG-11091,Cairo,Ain Shams,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,Yes,Yes,14.86,Grey,3603000.0
EG-11092,Cairo,Shubra,51.0,1.0,1.0,1.0,2025,Developer,Street,Installments,Finished,Furnished,Yes,Yes,3.86,Grey,2707000.0
EG-11093,Cairo,New Cairo,100.0,2.0,2.0,1.0,2023,Developer,Garden,Cash,Finished,Unfurnished,No,Yes,7.13,Grey,7386000.0
EG-11094,Cairo,6th of October,145.0,2.0,1.0,4.0,1999,Broker,Street,Cash,Finished,Unfurnished,No,Yes,5.37,Brown,2986000.0
EG-11095,Cairo,New Cairo,200.0,3.0,3.0,,2000,Private Owner,Garden,Cash,Finished,Unfurnished,No,No,5.4,Beige,13314000.0
EG-11096,Cairo,6th of October,67.0,1.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,Yes,12.65,Off-White,5227000.0
EG-11097,Cairo,New Cairo,91.0,2.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Furnished,No,Yes,11.22,White,8708000.0
EG-11098,Cairo,Sheikh Zayed,310.0,4.0,4.0,1.0,1990,Broker,Garden,Cash,Finished,Unfurnished,Yes,No,14.88,Grey,13085000.0
EG-11099,Cairo,Maadi,192.0,4.0,4.0,2.0,2020,Broker,Street,Cash,Unfinished,Unfurnished,No,No,9.24,Grey,17937000.0
EG-11100,Cairo,Shubra,81.0,2.0,1.0,0.0,2025,Developer,Other,Cash,Finished,Furnished,Yes,Yes,7.0,Beige,1866000.0
EG-11101,Cairo,Sheikh Zayed,137.0,2.0,2.0,3.0,2028,Broker,Garden,Installments,Unfinished,Unfurnished,Yes,No,1.44,Grey,9031000.0
EG-11102,Cairo,Maadi,76.0,1.0,1.0,2.0,2026,Broker,Pool,Installments,Finished,Unfurnished,Yes,No,14.95,Off-White,6854000.0
EG-11103,Cairo,6th of October,53.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,No,Yes,8.32,Grey,2949000.0
EG-11104,Cairo,6th of October,74.0,,1.0,,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,10.54,Beige,6111000.0
EG-11105,Cairo,Ain Shams,58.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,6.16,Brown,3133000.0
EG-11106,Cairo,Sheikh Zayed,91.0,,1.0,2.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,8.26,Off-White,8455000.0
EG-11107,Cairo,Maadi,108.0,2.0,1.0,,2027,Broker,Lake,Installments,Finished,Unfurnished,No,Yes,14.14,Brown,6059000.0
EG-11108,Cairo,New Cairo,88.0,2.0,1.0,2.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,No,2.58,White,7936000.0
EG-11109,Cairo,Nasr City,58.0,1.0,1.0,2.0,2027,Broker,Other,Installments,Finished,Unfurnished,No,No,4.46,Beige,2756000.0
EG-11110,Cairo,Shubra,53.0,1.0,1.0,2.0,2027,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,2.37,White,2673000.0
EG-11111,Cairo,Maadi,88.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,11.9,White,4754000.0
EG-11112,Cairo,Ain Shams,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,1.02,White,3813000.0
EG-11113,Cairo,Al-Haram,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,Yes,Yes,1.32,White,3538000.0
EG-11114,Cairo,Nasr City,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,No,4.55,Beige,3250000.0
EG-11115,Cairo,Ain Shams,140.0,3.0,2.0,4.0,2022,Broker,Other,Cash,Finished,Furnished,No,Yes,7.76,Brown,2711000.0
EG-11116,Cairo,Al-Haram,53.0,1.0,1.0,1.0,2027,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,6.15,Grey,2624000.0
EG-11117,Cairo,Heliopolis,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,Yes,0.77,White,3695000.0
EG-11118,Cairo,New Cairo,240.0,3.0,2.0,5.0,2019,Broker,Garden,Cash,Finished,Unfurnished,No,No,14.37,Grey,12802000.0
EG-11119,Cairo,Heliopolis,245.0,3.0,2.0,1.0,2010,Broker,Pool,Cash,Finished,Unfurnished,Yes,No,14.3,Grey,7597000.0
EG-11120,Cairo,New Cairo,232.0,4.0,4.0,4.0,2020,Broker,Garden,Cash,Finished,Unfurnished,No,Yes,4.26,White,32711000.0
EG-11121,Cairo,Nasr City,93.0,2.0,1.0,1.0,2026,Broker,Other,Installments,Finished,Unfurnished,No,Yes,11.0,Off-White,5906000.0
EG-11122,Cairo,Al-Haram,166.0,3.0,3.0,,2025,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,8.72,Grey,5893000.0
EG-11123,Cairo,6th of October,100.0,2.0,1.0,2.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,No,3.64,Off-White,4480000.0
EG-11124,Cairo,Nasr City,190.0,3.0,3.0,3.0,2025,Developer,Street,Installments,Unfinished,Unfurnished,No,Yes,4.01,Brown,4110000.0
EG-11125,Cairo,Heliopolis,102.0,2.0,1.0,1.0,2026,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,7.42,Grey,7404000.0
EG-11126,Cairo,Maadi,180.0,3.0,3.0,3.0,2025,Developer,Garden,Cash,Unfinished,Unfurnished,Yes,Yes,6.35,Beige,7417000.0
EG-11127,Cairo,6th of October,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,4.44,Brown,3912000.0
EG-11128,Cairo,Maadi,185.0,2.0,3.0,0.0,2023,Broker,Pool,Cash,Finished,Furnished,Yes,Yes,12.13,Brown,7153000.0
EG-11129,Cairo,6th of October,68.0,1.0,1.0,2.0,2026,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,7.27,Off-White,5009000.0
EG-11130,Cairo,6th of October,270.0,3.0,2.0,0.0,2024,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,9.86,White,5846000.0
EG-11131,Cairo,Maadi,245.0,3.0,2.0,2.0,2020,Broker,Lake,Cash,Unfinished,Unfurnished,Yes,Yes,2.92,Beige,6112000.0
EG-11132,Cairo,Heliopolis,141.0,3.0,2.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,8.05,Beige,12108000.0
EG-11133,Cairo,Ain Shams,120.0,3.0,1.0,11.0,2013,Broker,Other,Cash,Finished,Furnished,No,Yes,4.84,Off-White,1355000.0
EG-11134,Cairo,6th of October,120.0,3.0,2.0,8.0,2025,Broker,Street,Installments,Unfinished,Furnished,Yes,No,7.94,Off-White,1052000.0
EG-11135,Cairo,Maadi,,3.0,,6.0,2025,Broker,Garden,Cash,Finished,Furnished,Yes,Yes,11.73,Brown,7499000.0
EG-11136,Cairo,Shubra,180.0,3.0,3.0,1.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,11.56,Off-White,2051000.0
EG-11137,Cairo,Shubra,150.0,3.0,2.0,5.0,2000,Developer,Other,Cash,Finished,Furnished,Yes,No,5.38,White,3486000.0
EG-11138,Cairo,Al-Haram,128.0,2.0,2.0,2.0,2026,Broker,Street,Installments,Unfinished,Unfurnished,Yes,No,10.44,Brown,4250000.0
EG-11139,Cairo,Heliopolis,235.0,3.0,3.0,2.0,2026,Broker,Pool,Installments,Unfinished,Unfurnished,Yes,Yes,14.13,Brown,9351000.0
EG-11140,Cairo,Al-Haram,180.0,3.0,3.0,3.0,2004,Developer,Street,Cash,Finished,Unfurnished,Yes,Yes,9.42,Brown,5641000.0
EG-11141,Cairo,Al-Haram,165.0,3.0,2.0,7.0,1978,Developer,Other,Cash,Finished,Unfurnished,Yes,No,2.31,Beige,5292000.0
EG-11142,Cairo,Al-Haram,100.0,2.0,1.0,5.0,2005,Developer,Street,Cash,Finished,Unfurnished,No,Yes,10.23,Beige,2290000.0
EG-11143,Cairo,Ain Shams,64.0,1.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,Yes,No,1.66,Brown,2858000.0
EG-11144,Cairo,Al-Haram,180.0,3.0,3.0,1.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,No,13.09,White,1991000.0
EG-11145,Cairo,New Cairo,250.0,3.0,2.0,7.0,1993,Broker,Pool,Cash,Finished,Unfurnished,Yes,Yes,7.8,Grey,11959000.0
EG-11146,Cairo,Sheikh Zayed,96.0,1.0,1.0,4.0,2025,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,5.84,Brown,8529000.0
EG-11147,Cairo,New Cairo,140.0,3.0,2.0,3.0,2027,Broker,Pool,Installments,Finished,Unfurnished,No,Yes,0.95,Off-White,11763000.0
EG-11148,Cairo,Ain Shams,40.0,1.0,1.0,0.0,2025,Developer,Street,Cash,Finished,Unfurnished,Yes,No,5.77,Grey,1424000.0
EG-11149,Cairo,Maadi,134.0,3.0,2.0,2.0,2025,Broker,Pool,Cash,Finished,Unfurnished,Yes,No,13.56,Beige,8125000.0
EG-11150,Cairo,Sheikh Zayed,232.0,4.0,2.0,3.0,2025,Developer,Garden,Installments,Finished,Unfurnished,Yes,Yes,0.41,Beige,8907000.0
EG-11151,Cairo,New Cairo,98.0,2.0,2.0,4.0,2027,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,7.17,Grey,7423000.0
EG-11152,Cairo,Al-Haram,,3.0,1.0,8.0,2001,Developer,Street,Cash,Finished,Unfurnished,Yes,No,13.97,Off-White,3633000.0
EG-11153,Cairo,6th of October,210.0,4.0,3.0,3.0,2025,Developer,Street,Cash,Finished,Unfurnished,Yes,No,5.98,Beige,6630000.0
EG-11154,Cairo,Al-Haram,150.0,3.0,2.0,2.0,2025,Developer,Street,Cash,Finished,Unfurnished,Yes,No,6.48,Beige,1692000.0
EG-11155,Cairo,Al-Haram,251.0,4.0,3.0,3.0,2025,Developer,Other,Installments,Unfinished,Unfurnished,Yes,Yes,8.72,Brown,5298000.0
EG-11156,Cairo,Shubra,99.0,2.0,2.0,2.0,2027,Broker,Street,Installments,Unfinished,Unfurnished,No,Yes,7.0,White,3303000.0
EG-11157,Cairo,Shubra,115.0,3.0,1.0,12.0,2005,Developer,Street,Cash,Finished,Furnished,No,Yes,2.61,Off-White,3011000.0
EG-11158,Cairo,6th of October,130.0,3.0,2.0,4.0,2019,Broker,Other,Cash,Unfinished,Furnished,Yes,No,0.38,Brown,2337000.0
EG-11159,Cairo,Al-Haram,205.0,3.0,3.0,6.0,2025,Developer,Street,Cash,Unfinished,Unfurnished,No,Yes,9.19,White,2587000.0
EG-11160,Cairo,Al-Haram,140.0,3.0,2.0,1.0,2025,Developer,Other,Cash,Unfinished,Furnished,Yes,No,13.82,Beige,1168000.0
EG-11161,Cairo,Ain Shams,122.0,3.0,1.0,,2024,Developer,Street,Installments,Unfinished,Unfurnished,Yes,Yes,1.68,White,2646000.0
EG-11162,Cairo,Heliopolis,,3.0,2.0,4.0,2025,Developer,Pool,Cash,Finished,Furnished,No,Yes,3.24,Beige,5543000.0
EG-11163,Cairo,Maadi,157.0,3.0,3.0,1.0,2028,Developer,Street,Installments,Unfinished,Furnished,Yes,No,5.62,Brown,3820000.0
EG-11164,Cairo,6th of October,120.0,3.0,1.0,3.0,2005,Broker,Street,Cash,Finished,Unfurnished,No,No,12.15,Beige,3188000.0
EG-11165,Cairo,Nasr City,120.0,2.0,,2.0,1999,Developer,Street,Cash,Finished,Unfurnished,Yes,Yes,4.11,White,3590000.0
EG-11166,Cairo,Shubra,125.0,2.0,1.0,1.0,2012,Developer,Street,Cash,Finished,Unfurnished,Yes,Yes,13.24,Brown,3590000.0
EG-11167,Cairo,Maadi,120.0,2.0,2.0,0.0,2028,Developer,Garden,Installments,Unfinished,Furnished,No,No,0.92,White,4487000.0
EG-11168,Cairo,Madinaty,100.0,2.0,2.0,3.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,No,14.12,White,9807000.0
EG-11169,Cairo,6th of October,120.0,2.0,1.0,1.0,2015,Developer,Street,Cash,Finished,Furnished,Yes,No,8.46,Grey,3381000.0
EG-11170,Cairo,Heliopolis,215.0,4.0,3.0,1.0,2026,Developer,Street,Installments,Unfinished,Furnished,No,Yes,9.92,Beige,5739000.0
